product_id,name,category,price,stock,brand,rating
393,Dr. Trust Digital Thermometer,Health,349,100,Dr Trust,4.2
394,Wellbeing Nutrition Collagen,Health,1999,25,Wellbeing Nutrition,4.4
395,Kapiva Shilajit Gold Resin,Health,1299,30,Kapiva,4.2
396,Bosch S5 Car Battery 60AH,Automotive,5999,20,Bosch,4.4
397,3M Scotchgard Paint Protection,Automotive,3499,15,3M,4.3
398,Vega Crux Helmet,Automotive,1299,35,Vega,4.2
399,Steelbird SBH-11 Helmet,Automotive,1999,25,Steelbird,4.4
400,Michelin Primacy 4 Tyre 195/65,Automotive,5499,12,Michelin,4.5
401,Car Front Seat Covers Set,Automotive,1499,40,Carmate,4.1
402,Meguiar's Car Polish G18216,Automotive,999,30,Meguiars,4.4
403,Garmin DriveSmart 65 GPS,Automotive,14999,8,Garmin,4.5
404,70mai 4K Dashcam A800S,Automotive,9999,15,70mai,4.6
405,Anker Roav Jump Starter S3,Automotive,3999,18,Anker,4.3
406,Hella 12V LED Light Bar,Automotive,2999,20,Hella,4.2
407,Michelin Car Tire Inflator,Automotive,1499,35,Michelin,4.3
408,3M Headlight Restoration Kit,Automotive,799,45,3M,4.2
409,Autocop Car Immobilizer System,Automotive,4999,10,Autocop,4.1
410,Amaron AAM-GO-00038B20L Battery,Automotive,4799,18,Amaron,4.3
411,Pampers Active Baby Diapers L48,Baby,849,80,Pampers,4.5
412,Huggies Wonder Pants XL 48,Baby,849,75,Huggies,4.4
413,Chicco Ohlala 3 Stroller,Baby,8999,8,Chicco,4.5
414,Fisher Price Jumperoo Baby Bouncer,Baby,7999,6,Fisher-Price,4.5
415,Graco Pack n Play Playard,Baby,12999,5,Graco,4.4
416,Chicco Naturfit Baby Bottle Set,Baby,1499,35,Chicco,4.4
417,Dr. Brown Wide Neck Bottles,Baby,1299,40,Dr Brown,4.5
418,Himalaya Babycare Gift Pack,Baby,699,55,Himalaya,4.4
419,Mamaearth Baby Lotion 400ml,Baby,399,70,Mamaearth,4.3
420,Mee Mee Baby Carry Cot,Baby,2999,15,Mee Mee,4.2
421,Classmate A4 Notebook 200 Pages,Stationery,99,300,Classmate,4.2
422,Cello Pinpoint Ball Pen 10 Pack,Stationery,49,500,Cello,4.1
423,Staedtler Mars Lumograph Pencils,Stationery,299,150,Staedtler,4.5
424,Camlin Kokuyo Sketch Pens 24,Stationery,199,200,Camlin,4.3
425,Scotch Magic Tape 12mm 3 Pack,Stationery,149,250,Scotch,4.3
426,Deli ES50430 Electric Stapler,Stationery,1499,30,Deli,4.3
427,Kores Jumbo Glue Stick 40g,Stationery,79,400,Kores,4.2
428,Faber-Castell Watercolour 24,Stationery,399,120,Faber-Castell,4.5
429,Leitz WOW Lever Arch File,Stationery,499,80,Leitz,4.3
430,Pilot G2 Gel Pen Blue 10 Pack,Stationery,399,180,Pilot,4.6
431,Brother HL-L2321D Laser Printer,Stationery,12999,14,Brother,4.4
432,HP LaserJet Pro M428fdw MFP,Stationery,32999,7,HP,4.5
433,Canon PIXMA G3770 Printer,Stationery,13999,10,Canon,4.3
434,Epson EcoTank L3252 Printer,Stationery,12999,11,Epson,4.4
435,Post-it Super Sticky Notes 90,Stationery,199,200,Post-it,4.4
436,Tata Sampann Masoor Dal 1kg,Food,89,500,Tata Sampann,4.3
437,Fortune Sunlite Refined Oil 5L,Food,649,300,Fortune,4.2
438,Amul Butter 500g,Food,250,400,Amul,4.6
439,Nescafe Classic Coffee 200g,Food,349,350,Nescafe,4.5
440,Twinings Earl Grey Tea 50 Bags,Food,499,250,Twinings,4.5
441,Cadbury Celebrations Gift Box,Food,799,150,Cadbury,4.6
442,Bagrry's Muesli 1kg Fruit Nut,Food,499,200,Bagrry's,4.3
443,Yoga Bar Oats Dark Choc 1.2kg,Food,799,120,Yoga Bar,4.4
444,Epigamia Greek Yogurt 400g,Food,199,180,Epigamia,4.3
445,Haldiram Aloo Bhujia 1kg,Food,299,250,Haldiram,4.4
446,Lay's Classic Salted 200g,Food,50,600,Lays,4.2
447,Quaker Oats 2kg,Food,379,300,Quaker,4.4
448,Keventers Cold Coffee 250ml,Food,79,400,Keventers,4.3
449,Red Bull Energy Drink 250ml,Food,125,500,Red Bull,4.2
450,Bira 91 Beer 330ml 6 Pack,Food,699,200,Bira,4.1
451,Amazon Echo Dot 5th Gen,SmartHome,3999,35,Amazon,4.5
452,Google Nest Mini 2nd Gen,SmartHome,4999,28,Google,4.4
453,Apple HomePod Mini,SmartHome,9900,15,Apple,4.5
454,Philips Hue White 4 Bulb Kit,SmartHome,5999,20,Philips,4.5
455,Syska LED Smart Bulb 12W,SmartHome,599,80,Syska,4.2
456,Mi Smart Plug 2 USB,SmartHome,699,65,Xiaomi,4.3
457,TP-Link Kasa Smart Plug,SmartHome,1499,40,TP-Link,4.4
458,Amazon Echo Show 8,SmartHome,9999,12,Amazon,4.5
459,Arlo Pro 4 Security Camera,SmartHome,14999,8,Arlo,4.5
460,Google Nest Doorbell Wired,SmartHome,12999,10,Google,4.4
461,Mi 360 Home Security Camera,SmartHome,2499,45,Xiaomi,4.3
462,Philips Hue Play Light Bar,SmartHome,7999,15,Philips,4.5
463,Amazon Alexa Echo 4th Gen,SmartHome,7999,18,Amazon,4.5
464,TP-Link Tapo C310 Outdoor Cam,SmartHome,3499,30,TP-Link,4.3
465,Wipro Smart LED Strip 5m,SmartHome,1299,55,Wipro,4.2
466,TP-Link Archer AX73 WiFi 6,Networking,9999,18,TP-Link,4.5
467,Netgear Nighthawk AX12 Router,Networking,22999,8,Netgear,4.6
468,D-Link DIR-825 AC1200 Router,Networking,3499,25,D-Link,4.2
469,TP-Link RE605X WiFi Extender,Networking,3999,20,TP-Link,4.3
470,Netgear Orbi RBK50 Mesh,Networking,19999,7,Netgear,4.5
471,Cisco Linksys E7350 Router,Networking,5499,14,Linksys,4.3
472,TP-Link TL-SG108 8 Port Switch,Networking,1999,30,TP-Link,4.4
473,Tenda MW6 Nova Mesh Router,Networking,7999,12,Tenda,4.3
474,Asus RT-AX86U Gaming Router,Networking,16999,9,Asus,4.6
475,D-Link PowerLine AV500 Kit,Networking,3999,15,D-Link,4.1
476,Philips 7000 Series Trimmer,Grooming,3999,30,Philips,4.5
477,Mi Beard Trimmer 2,Grooming,1299,55,Xiaomi,4.3
478,Panasonic ER-GB42 Trimmer,Grooming,1799,40,Panasonic,4.3
479,Syska HB100 Hair Dryer,Grooming,999,65,Syska,4.1
480,Philips BHC010 Hair Dryer 1200W,Grooming,1299,50,Philips,4.2
481,NOVA NHC-2066 Trimmer,Grooming,799,70,Nova,4.0
482,Havells Salon Ionic Hair Dryer,Grooming,2499,30,Havells,4.3
483,Remington HC5150 Hair Clipper,Grooming,2999,22,Remington,4.4
484,Philips OneBlade QP2724,Grooming,2299,35,Philips,4.4
485,Gillette Fusion ProGlide Razor,Grooming,549,90,Gillette,4.4
486,Yamaha F280 Acoustic Guitar,Music,6999,15,Yamaha,4.5
487,Fender CD-60S Acoustic Guitar,Music,15999,8,Fender,4.6
488,Casio CT-S300 Keyboard 61 Keys,Music,4999,18,Casio,4.4
489,Yamaha PSR-E373 61 Key Keyboard,Music,10999,10,Yamaha,4.6
490,Roland FP-30X Digital Piano,Music,54999,5,Roland,4.8
491,Kadence Frontier Series Ukulele,Music,2499,25,Kadence,4.3
492,Meinl 7 inch Bongo Set,Music,2999,15,Meinl,4.3
493,Pearl Export EXX 5 Piece Drums,Music,34999,4,Pearl,4.6
494,Squier Affinity Stratocaster,Music,22999,6,Squier,4.5
495,Boss RC-1 Loop Station Pedal,Music,10999,8,Boss,4.6
496,Fitbit Charge 6,Wearables,14999,15,Fitbit,4.4
497,Garmin Vivosmart 5,Wearables,11999,12,Garmin,4.5
498,Noise ColorFit Ultra 3,Wearables,3499,35,Noise,4.2
499,Amazfit Band 7,Wearables,3999,28,Amazfit,4.3
500,boAt Wave Sigma Smartwatch,Wearables,1499,60,Boat,4.1
501,Samsung Galaxy Fit 3,Wearables,4499,20,Samsung,4.3
502,Xiaomi Smart Band 8,Wearables,3499,38,Xiaomi,4.3
503,Apple Watch SE 2nd Gen 40mm,Wearables,29900,10,Apple,4.6
504,Garmin Fenix 7S,Wearables,64999,5,Garmin,4.7
505,Polar Pacer Pro Sports Watch,Wearables,24999,7,Polar,4.5
506,HP LaserJet M111a Printer,OfficeEquip,7999,18,HP,4.2
507,Canon PIXMA G2012 Printer,OfficeEquip,10999,12,Canon,4.4
508,Epson L3252 All-in-One Printer,OfficeEquip,12999,10,Epson,4.3
509,Epson EB-X51 Projector,OfficeEquip,34999,7,Epson,4.4
510,BenQ MX535 Projector,OfficeEquip,44999,5,BenQ,4.5
511,Optoma HD146X Full HD Projector,OfficeEquip,46999,4,Optoma,4.5
512,Fujifilm X-i10 Business Camera,OfficeEquip,19999,8,Fujifilm,4.3
513,Canon i-SENSYS MF113W Scanner,OfficeEquip,15999,9,Canon,4.2
514,HP ScanJet Pro 2600 f1,OfficeEquip,13999,10,HP,4.3
515,Fellowes Powershred Shredder,OfficeEquip,9999,12,Fellowes,4.3
516,Kindle Paperwhite 16GB,EReader,14999,20,Amazon,4.7
517,Kindle Oasis 32GB,EReader,21999,12,Amazon,4.6
518,Kobo Clara 2E,EReader,12999,10,Kobo,4.5
519,Kindle Basic 2022 16GB,EReader,9999,25,Amazon,4.5
520,Pocketbook Verse Pro,EReader,15999,8,Pocketbook,4.4
521,Hero Lectro C3B E-Cycle,Cycling,24999,8,Hero,4.3
522,Firefox Vibe 26T MTB Cycle,Cycling,9999,12,Firefox,4.3
523,Trek FX 2 Disc Hybrid Bike,Cycling,49999,5,Trek,4.6
524,Ninety One Gallop Cycle 26T,Cycling,6999,18,Ninety One,4.1
525,Merida Big Nine 100 MTB,Cycling,34999,6,Merida,4.5
526,Royal Enfield Leh Ladakh Cycle,Cycling,79999,3,Royal Enfield,4.4
527,Vector Velo 700C Hybrid,Cycling,19999,9,Vector,4.2
528,Nivia Road Runner Cycle,Cycling,14999,11,Nivia,4.1
529,Ubon CB-7070 E-Cycle,Cycling,17999,7,Ubon,4.0
530,Giant Talon 3 MTB 2023,Cycling,34999,5,Giant,4.5
531,Hallmark Leather Journal A5,GiftDecor,899,60,Hallmark,4.3
532,Archies Photo Frame 8x10,GiftDecor,499,80,Archies,4.1
533,Amikart Macrame Wall Hanging,GiftDecor,1299,35,Amikart,4.4
534,Craftlipi Personalized Name Plate,GiftDecor,999,45,Craftlipi,4.3
535,Giftcart Personalised Mug,GiftDecor,499,90,Giftcart,4.2
536,Nestasia Boho Wall Clock,GiftDecor,1799,25,Nestasia,4.4
537,Elance Aromatherapy Diffuser,GiftDecor,1499,30,Elance,4.3
538,Yodoit Himalayan Salt Lamp,GiftDecor,999,40,Yodoit,4.2
539,Houzzcraft Succulent Planter Set,GiftDecor,1299,20,Houzzcraft,4.3
540,Just Artifacts Paper Lanterns 10,GiftDecor,799,55,Just Artifacts,4.2
